villageCode,villageNameEnglish,villageNameLocal,villageCensus2011Code,subdistrictCode,subdistrictNameEnglish,subdistrictNameLocal,subdistrictCensus2011Code,districtCode,districtNameEnglish,districtNameLocal,districtCensus2011Code,stateCode,stateNameEnglish,stateNameLocal,stateCensus2011Code,data_gov_update_date
588316,Jeedigunta,,588316,4960,Nidadavole,,04960,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596586,Jeedimakulapalle,,596586,5417,Gangavaram,,05417,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586889,Jeelugulapadu,,586889,4888,Rajavommangi,,04888,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583580,Jeeluguluputtu,,583580,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585211,Jeelugumetta,,585211,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581675,Jeerupalem,,581675,4805,Ranastalam,,04805,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587551,Jegurupadu,,587551,4918,Kadiam,,04918,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585452,Jerrila,,585452,4850,Gudem Kotha Veedhi,,04850,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582959,Jirayathi Kumaram,,582959,4831,Srungavarapukota,,04831,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582960,Jirayathi Mukundapuram,,582960,4831,Srungavarapukota,,04831,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587113,Jiyyampalem,,587113,4894,Gangavaram,,04894,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587252,J. Kothuru,,587252,4898,Jaggampeta,,04898,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594835,Jodidharmapuram,,594835,5314,Peddapappur,,05314,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583311,Jodiguda,,583311,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585580,Jogampeta,,585580,4851,Koyyuru,,04851,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592246,Jogipalle,,592246,5185,Sydapuram,,05185,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582042,Jogirajupeta,,582042,4810,Jiyyammavalasa,,04810,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584455,Jogulaputtu,,584455,4846,Hukumpeta,,04846,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593852,Joharapuram,,593852,5255,Nandavaram,,05255,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585151,Joheru,,585151,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581115,Jonanki,,581115,4792,Jalumuru,,04792,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594453,Jonnagiri,,594453,5293,Tuggali,,05293,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588889,Jonnalagadda,,588889,4993,Nandigama,,04993,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590697,Jonna Thali Agraharam,,590697,5106,Martur,,05106,750,Bapatla,Bapatla,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595003,Joolakalva,,595003,5325,Singanamala,,05325,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592041,Jorepalle,,592041,5175,Rapur,,05175,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589591,Jujjavaram,,589591,5028,Pamarru,,05028,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589880,Julakallu,,589880,5047,Piduguralla,,05047,751,Palnadu,Palnadu,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594342,Julepalle,,594342,5287,Gospadu,,05287,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595548,Julukunta,,595548,5363,Somandepalli,సోమందేపల్లి,05363,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594487,Junuthala,,594487,5295,Owk,,05295,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585125,Jurrai,,585125,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587673,Juthigapadu,,587673,4926,Ravulapalem,,04926,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594836,Jutur,,594836,5314,Peddapappur,,05314,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
930979,Juvvalapalle,జువ్వలపల్లి,000000,5211,Gopavaram,,05211,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591114,Juvvi Gunta,,591114,5129,Marripudi,,05129,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579251,Kachavarapu Padu,,579251,4733,Vararamachandrapuram,,04733,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
930424,Kachivaripalle,కాచివారిపల్లె,000000,5219,Pulivendula,పులివెందుల,05219,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
931011,Kadakatla,కడకట్ల,000000,4961,Tadepalligudem,,04961,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592762,Kadapatra,,592762,5197,Sullurpeta,,05197,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595027,Kadavakallu,,595027,5326,Putlur,,05326,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595287,Kadiridevarapalle,,595287,5346,Kothacheruvu,,05346,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595255,Kadirikuntlapalle,,595255,5343,Kadiri,,05343,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596256,Kadirimangalam,,596256,5399,Vadamalapet,వడమాలపేట,05399,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595607,Kadirinathunikota,,595607,5367,Mulakalacheruvu,,05367,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591790,Kadirinenipalle,,591790,5163,Marripadu,,05163,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596844,Kadiriobanapalle,,596844,5425,Santhipuram,,05425,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595259,Kadiri (R),,595259,5343,Kadiri,,05343,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593838,Kadivella,,593838,5254,Yemmiganur,,05254,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585537,Kadugulu,,585537,4850,Gudem Kotha Veedhi,,04850,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595952,Kadur,,595952,5381,Varadaiahpalem,,05381,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590888,Kagitalagudem,,590888,5117,Cumbum,,05117,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585895,Kagitha,,585895,4857,Madugula,,04857,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583991,Kaguvalasa,,583991,4844,Araku Valley,,04844,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583948,Kajjuruguda,,583948,4844,Araku Valley,,04844,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
931004,Kakarapadu,కాకరపాడు,000000,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586947,Kakarapalle,,586947,4889,Kotananduru,,04889,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581279,Kakarapalle,,581279,4795,Santhakaviti,,04795,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588352,Kakarlamudi,,588352,4962,Unguturu,,04962,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584729,Kakki,,584729,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590350,Kakumanu,,590350,5083,Kakumanu,,05083,506,Guntur,GUNTUR                                            ,548,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589007,Kalagara,,589007,5000,Vissannapeta,విసన్నపేట,05000,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591271,Kalagatla,,591271,5136,Kanigiri,,05136,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596589,Kalagatoor,,596589,5417,Gangavaram,,05417,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595672,Kalakada,,595672,5371,Kalakada,,05371,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592323,Kalapadu,,592323,5187,Venkatagiri,,05187,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589660,Kalapatam,,589660,5031,Guduru,,05031,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587979,Kalarayanagudem,,587979,4945,Lingapalem,,04945,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592996,Kalasapadu,,592996,5207,Kalasapadu,,05207,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595947,Kalathur,,595947,5381,Varadaiahpalem,,05381,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586523,Kalavalapalle,,586523,4883,Rambilli,,04883,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593494,Kalibanda,,593494,5236,Chinnamandem,,05236,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592235,Kalichedu,,592235,5185,Sydapuram,,05185,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589366,Kalidindi,,589366,5017,Kalidindi,,05017,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596453,Kaligiri,,596453,5409,Penumur,Penumur,05409,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591940,Kaligiri Konduru,,591940,5171,Sangam,,05171,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585994,Kaligotla,,585994,4859,Devarapalli,Devarapalli,04859,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591545,Kalikivaya,,591545,5149,Singarayakonda,,05149,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588615,Kalisipudi,,588615,4976,Undi,,04976,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581406,Kalivaram,,581406,4798,Amadalavalasa,,04798,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583029,Kallampudi,,583029,4833,Lakkavarapukota,,04833,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583043,Kallepalle,,583043,4833,Lakkavarapukota,,04833,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595937,Kallivettu,,595937,5380,Buchinaidu Kandriga,,05380,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596590,Kallupalle,,596590,5417,Gangavaram,,05417,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
930555,Kallur,కల్లూరు .,000000,5258,Kallur,,05258,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596177,Kallur,,596177,5395,Pulicherla,,05395,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593133,Kallur,,593133,5214,Proddutur,ప్రొద్దుటూరు,05214,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594983,Kalluru,,594983,5324,Garladinne,,05324,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594923,Kalugodu,,594923,5319,Gummagatta,,05319,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594500,Kalugotla,,594500,5296,Koilakuntla,కోయిలకుంట్ల,05296,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581718,Kaluri Acharyula Agraharam,,581718,4806,Etcherla,,04806,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
597038,Kalvamogilappa Kandriga,,597038,5429,Bangarupalem,,05429,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589455,Kalvapudi Agraharam,,589455,5021,Gudivada,,05021,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594600,Kalvatala,,594600,5301,Kolimigundla,,05301,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587958,Kalyanampadu,,587958,4945,Lingapalem,,04945,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596275,Kalyanapuram,,596275,5400,Narayanavanam,,05400,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594956,Kalyandurg (Ct),,594956,5321,Kalyanadurg,Kalyanadurg,05321,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581586,Kalyanipeta,,581586,4803,Ponduru,,04803,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580648,Kamadhenuvu,,580648,4782,Nandigam,,04782,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594408,Kamaganikuntla,,594408,5289,Dhone,,05289,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585872,Kamakutam,,585872,4857,Madugula,,04857,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593349,Kamalakuru,,593349,5227,Atlur,,05227,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594797,Kamalapadu,,594797,5312,Yadiki,,05312,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594562,Kamalapuri,,594562,5300,Sanjamala,,05300,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593746,Kamandoddi,,593746,5251,Kosigi,,05251,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588015,Kamayya Palem,,588015,4947,Jeelugu Milli,,04947,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593814,Kambadahal,,593814,5253,Pedda Kadubur,,05253,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595133,Kambadur,,595133,5334,Kambadur,,05334,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581797,Kambavalasa,,581797,4807,Komarada,,04807,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584254,Kambavalasa,,584254,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584213,Kambavalasa,,584213,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590013,Kambhampadu,,590013,5057,Pedakurapadu,,05057,751,Palnadu,Palnadu,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595691,Kambhamvaripalle,,595691,5372,Kambhamvaripalle,,05372,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589874,Kamepalle,,589874,5047,Piduguralla,,05047,751,Palnadu,Palnadu,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587752,Kamini,,587752,4932,Mummidivaram,,04932,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589784,Kammanamolu,,589784,5038,Nagayalanka,,05038,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594153,Kammarachedu,,594153,5274,Alur,,05274,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583505,Kammarigoyyi,,583505,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593634,Kampasamudram,,593634,5245,Chitvel,,05245,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588164,Kanakadripuram,,588164,4952,Koyyalagudem,,04952,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594347,Kanalapalle,,594347,5287,Gospadu,,05287,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583130,Kanapaka (Ct),,583130,4836,Vizianagaram Rural,Vizianagaram Rural,04836,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589118,Kanasanapalle,,589118,5005,Agiripalli,Agiripalli,05005,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586738,Kanatalabanda,,586738,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
597052,Kanathalacheruvu,,597052,5430,Yadamarri,,05430,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587410,Kanavaram,,587410,4908,Rajanagaram,,04908,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595997,Kanchanachenganna Khandriga,,595997,5382,Kumara Venkata Bhupala Puram,కుమార వెంకట భూపాలపురం,05382,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595913,Kanchanapalle,,595913,5379,Thottambedu,,05379,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583250,Kancherupalem,,583250,4840,Bhogapuram,,04840,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595576,Kanchisamudram,,595576,5365,Lepakshi,,05365,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592175,Kandalapadu,,592175,5182,Venkatachalam,,05182,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592282,Kandalavaripalle,,592282,5186,Dakkili,,05186,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592208,Kandali,,592208,5184,Gudur,,05184,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588692,Kandaravalli,,588692,4981,Achanta,,04981,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594782,Kandlaguduru,,594782,5311,Peddavaduguru,Peddavaduguru,05311,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594862,Kandlapalle,,594862,5315,Pamidi,,05315,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587242,Kandregula,,587242,4898,Jaggampeta,,04898,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591356,Kandukur,,591356,5141,Tangutur,,05141,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
929831,Kandukur,కందుకూరు,000000,5148,Kandukuru,కందుకూరు,05148,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585232,Kandulagodi,,585232,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580640,Kandulagudem,,580640,4782,Nandigam,,04782,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591080,Kandurivari Agraharam,,591080,5128,Chimakurthy,చీమకుర్తి,05128,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594678,Kanekal,,594678,5306,Kanekal,,05306,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583410,Kanguputtu,,583410,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583460,Kangu Veedhi,,583460,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588936,Kanimerla,,588936,4995,Mylavaram,,04995,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586696,Kanivada,,586696,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590031,Kankanalapalle,,590031,5058,Sattenapalli,సత్తెనపల్లి,05058,751,Palnadu,Palnadu,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584324,Kannamgaruvu,,584324,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579034,Kannapuram,,579034,6063,Yetapaka,,00000,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588051,Kannarappadu,,588051,4948,Buttayagudem,,04948,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579194,Kannayagudem,,579194,4732,Chinturu,Chinturu,04732,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588660,Kannayakumudavalli,,588660,4979,Iragavaram,,04979,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588813,Kanneveedu,,588813,4990,Vatsavai,,04990,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583064,Kantakapalle,,583064,4834,Kothavalasa,,04834,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583495,Kantavaram,,583495,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
